DEC Region,Land Acquisition Category,County,Project Number,Project Name (Alias),Acres (Fee),Acres (Conservation Easement),Equivalent Stream Miles,Deed Vesting Date
3,,Ulster,291B,Lundy Estate,,400,,2002-06-28T00:00:00.000
2,,Richmond,4.01,,33.626,,,1994-01-27T00:00:00.000
3,,Dutchess,63.01,Baxertown Heights,47.585,,,2005-12-15T00:00:00.000
9,,Allegany,66.02,Mudville Wma,13.332,,,2003-06-20T00:00:00.000
3,,Rockland,5.1,Minisceongo Creek Marsh,1.145,,,1990-04-02T00:00:00.000
1,,Nassau,3.03,Lido Beach,26.788,,,1992-07-22T00:00:00.000
5,,Saratoga,50.02,Stomieroski,,,,2007-08-13T00:00:00.000
8,,Ontario,37.01,Hi Tor Wma,38.157,,,2001-05-17T00:00:00.000
8,,Ontario,40.01,Hemlock/canadice,,,,2010-06-29T00:00:00.000
4,,Rensselaer,017A,Petersburgh Pass,1.98,,,1996-02-21T00:00:00.000
2,,Richmond,4.05,Goethals Bridge Pond,1.71,,,1996-09-12T00:00:00.000
1,,Nassau,003.02B,,,,,2000-04-25T00:00:00.000
5,,Warren,187,"Vanderwhacker Mountain A, 1a, 1b & 1c",100,1324,,2007-03-26T00:00:00.000
6,,Oneida,130.01,Starr Hill Tower,,,,2004-09-03T00:00:00.000
6,,Jefferson,123,Lakeview Wma,48.1,,,1999-10-18T00:00:00.000
7,,Chenango,130,Rogers Eec,32,,,2000-03-23T00:00:00.000
1,,Nassau,003.02A,,,,,2000-04-25T00:00:00.000
9,,Allegany,66.01,Gary Russell Gift,136.5,,,2001-12-19T00:00:00.000
7,,Onondaga,038.59A,Clay Marsh,-18.17,,,1994-12-09T00:00:00.000
1,,Nassau,3.02,Lido Beach,13.385,,,2000-04-25T00:00:00.000
3,,Rockland,5.11,Minisceongo Creek Marsh,0.56,,,1990-06-08T00:00:00.000
3,,Sullivan,72.07,Neversink Gorge,97.72,,,2002-11-22T00:00:00.000
8,,Ontario,040.01A,National Grid Easement,,,,2016-01-11T00:00:00.000
3,,Putnam,22,Waywayanda Lake,663.83,,,2004-02-05T00:00:00.000
3,,Ulster,286.01,Belleayre Mt. Sewer,27.547,,,2000-02-14T00:00:00.000
3,,Orange,30.02,Greenville Ridge North,510,,,2003-04-29T00:00:00.000
9,,Niagara,15,Tonawanda Wma,31.929,,,2000-04-06T00:00:00.000
1,,Nassau,3.01,Lido Beach,18.014,,,2000-04-25T00:00:00.000
3,,Sullivan,72.03,Leonard Property,1696.22,,,2001-05-03T00:00:00.000
3,,Ulster,291A,Lundy Estate,4789,,,2002-04-16T00:00:00.000
3,,Dutchess,63.02,Baxertown Heights,202.428,,,2005-12-15T00:00:00.000
1,,Nassau,003.02C,,,,,2000-04-25T00:00:00.000
2,,Richmond,4.06,,0.73,,,1996-09-12T00:00:00.000
1,,Nassau,003.02D,,1.387,,,2001-08-23T00:00:00.000
1,,Nassau,3.04,Lido Beach,39.3,,,1999-08-12T00:00:00.000
8,,Livingston,016.35A,Conesus Inlet Wma,,,,2013-11-12T00:00:00.000
3,,Ulster,291C,Lundy Estate,,62,,2002-06-28T00:00:00.000
6,,Oneida,156,Rome Fish Hatchery,16.6,,,1999-05-28T00:00:00.000
2,,Queens,2.11,Udalls Cove,0.08,,,1998-12-29T00:00:00.000
3,,Ulster,286.02,Belleayre Mt. Sewer,,,,2000-08-03T00:00:00.000
2,,Richmond,28,,3.2,,,2005-01-03T00:00:00.000
3,,Sullivan,110,Wurtsboro Steam Laundry,159.24,,,2004-08-12T00:00:00.000
6,,Oneida,165,Black River Wild Forest,,,,2008-11-21T00:00:00.000
4,WH,Columbia,48.01,Doodletown Wma,689.753,,,2017-02-03T00:00:00.000
9,PFR,Chautauqua,35.07,Chautauqua Creek,,,0.136,2017-02-08T00:00:00.000
6,UA,Oneida,124.55,Rome Sand Plains,437.4,,,2017-02-17T00:00:00.000
5,AFP,Hamilton,327,Marion River Carry,296.2,,,2017-02-22T00:00:00.000
7,PLC,Oswego,122,Kendall Tract,3150,,,2017-02-22T00:00:00.000
8,PLA,Schuyler,6.49,Connecticut Hill Wma - Krause,85.4,,,2017-03-03T00:00:00.000
4,TOJ,Columbia,42.1,Transfer Of Lands Under Water,0.7,,,2017-03-20T00:00:00.000
9,PFR,Erie,38.02,Cattaraugus Creek,,,0.038,2017-03-22T00:00:00.000
1,PB,Suffolk,108.16,Long Island Pine Barrens,37,,,2017-03-23T00:00:00.000
1,HA,Suffolk,135,Patriots Hollow Sf - Conscience Bay,16.6,,,2017-03-23T00:00:00.000
9,WA,Chautauqua,76,Whitney Bay,11.9,,,2017-03-23T00:00:00.000
7,PFR,Oswego,61.19,Salmon River,22,,,2017-03-27T00:00:00.000
7,WA,Onondaga,64,Otisco Lake Boat Launch,17.4,,,2017-04-07T00:00:00.000
1,TWL,Suffolk,5.01,Flax Pond,6.013,,,2017-04-14T00:00:00.000
8,PFR,Chemung,14.31,Cayuta Creek,,,0.068,2017-04-18T00:00:00.000
5,AFP,Warren,232,Huckleberry Mountain,836,,,2017-04-21T00:00:00.000
5,AFP,Hamilton,329.043,Township 40 Settlement - Gift,20.4,,,2017-05-18T00:00:00.000
5,AFP,Hamilton,329.076,Township 40 Settlement - Gift,116.5,,,2017-05-18T00:00:00.000
8,PLC,Schuyler,39.01,Texas Hollow State Forest,51.12,,,2017-06-06T00:00:00.000
7,PLA,Oswego,121,Chateaugay State Forest,80.43,,,2017-06-14T00:00:00.000
8,UA,Seneca,9.15,Junius Ponds,95.856,,,2017-07-06T00:00:00.000
7,FWL,Cayuga,51.27,Owasco Flats Wma,33.35,,,2017-08-04T00:00:00.000
7,PFR,Onondaga,29.02,Limestone Creek,0.42,,0.046,2017-08-07T00:00:00.000
4,CFP,Greene,159.02,Hunter-westkill Wilderness -spruceton,91,,,2017-09-18T00:00:00.000
9,PLA,Cattaraugus,118,Cattaraugus Sra 22,176.29,,,2017-09-29T00:00:00.000
8,PL,Livingston,33.02,Additions To Hemlock Canadice Sf,154.309,,,2017-10-13T00:00:00.000
9,PFR,Wyoming,21,Tonowanda Creek,0.802,,,2017-10-25T00:00:00.000
8,FC,Chemung,FC019.01,Elmira Flood Protection - Gray,1.3,,,2017-10-31T00:00:00.000
4,FWL,Schoharie,39.36,Franklinton Vlaie Wma,4.4,,,2017-11-21T00:00:00.000
4,UA,Schoharie,73,Vroman's Nose Unique Area,142,,,2017-11-21T00:00:00.000
1,TWL,Suffolk,40.1,Lyman's Marsh,2.95,,,2017-11-28T00:00:00.000
4,FWL,Schoharie,39.37,Franklinton Vlaie Wma,10.1,,,2017-12-01T00:00:00.000
4,FWL,Schoharie,39.38,Franklinton Vlaie Wma,8.76,,,2017-12-01T00:00:00.000
8,PLA,Wayne,18.23,Lake Shore Marshes - Black Creek,34.75,,,2017-12-28T00:00:00.000
3,FWL,Putnam,19.04,Great Swamp,96.91,,,2018-01-17T00:00:00.000
8,PLC,Schuyler,23.23,Addition To Catherine Creek,44.64,,,2018-01-24T00:00:00.000
7,PFR,Broome,46.04,Nanticoke Creek,0.05,,0.2,2018-01-31T00:00:00.000
7,PFR,Chenango,121.03,Genegantslet Creek,,,0.1,2018-02-13T00:00:00.000
5,,Franklin,231.03,Champion Acreage Adjustment Areas,,,,2018-02-15T00:00:00.000
4,UA,Albany,16.051,Albany Pine Bush - Ciaschetti,6.7,,,2018-03-01T00:00:00.000
4,PB,Albany,16.061,Albany Pine Bush,11.38,,,2018-03-01T00:00:00.000
5,WH,Saratoga,57.27,Saratoga Sand Plains State Forest,20.06,,,2018-03-01T00:00:00.000
7,PLC,Oswego,123,Orton Hollow Sf / Oswego Sra 11,21.75,,,2018-03-07T00:00:00.000
5,<Null>,Saratoga,57.23,Saratoga Sand Plains Wma,62.88,,,2018-03-15T00:00:00.000
5,WH,Saratoga,57.25,Saratoga Sand Plains State Forest,5.12,,,2018-03-15T00:00:00.000
7,PLC,Chenango,139,Pharsalia Woods State Forest - Sra 24,32,,,2018-03-20T00:00:00.000
5,WH,Saratoga,57.18,Saratoga Sand Plains Wma - Hartwick,18,,,2018-03-29T00:00:00.000
5,WH,Saratoga,57.26,Saratoga Sand Plains State Forest,46.03,,,2018-03-30T00:00:00.000
7,PLC,Cayuga,45.07,Cayuga Sra 4 - Tucker,146.76,,,2018-04-02T00:00:00.000
8,PLA,Monroe,24.03,Rush Oak Openings Unique Area,11.608,,,2018-04-03T00:00:00.000
5,AFP,Essex,478,Gellert,616,,,2018-04-05T00:00:00.000
3,PLC,Dutchess,67,Tivoli Bay Wma - Central Hudson,62.5,,,2018-04-06T00:00:00.000
8,PFR,Steuben,66.02,Post Creek - Pfr And Footpath,,,0.53,2018-04-24T00:00:00.000
5,WH,Saratoga,57.28,Saratoga Sand Plains State Forest,13.2,,,2018-04-30T00:00:00.000
9,PLC,Cattaraugus,50.01,Big Oak Additions,211.5,,,2018-05-15T00:00:00.000
7,TOJ,Onondaga,53,Onondaga Lake Iwa,7,0,0,2018-05-31T00:00:00.000
3,WA,Sullivan,138,Copeland,0.6,,,2018-06-01T00:00:00.000
7,TR,Tompkins,62,Danby State Forest - Tompkins Sra 3,140,,,2018-06-20T00:00:00.000
4,PLB,Albany,25.06,Five Rivers - Richards Ce,,36,,2018-06-26T00:00:00.000
1,TWL,Suffolk,15.05,Conscience Bay - Little Bay Twl,6.803,,,2018-07-11T00:00:00.000
4,NYC-MOA,Delaware,1421,New York City Watershed,,3403,,2018-07-11T00:00:00.000
5,WH,Washington,84.09,Fort Edward Grasslands Wma,116.78,,,2018-07-11T00:00:00.000
5,WH,Washington,84.11,Fort Edward Grasslands Wma,63,,,2018-07-11T00:00:00.000
4,UA,Albany,16.069,Albany Pine Bush,29.799,,,2018-07-25T00:00:00.000
7,PLC,Tompkins,63,Shindagin Hollow Sf - Tompkins Sra 3,12.5,,,2018-08-02T00:00:00.000
3,PFR,Orange,005.01A,Ramapo River Parking Easement Relocation,,,,2018-08-21T00:00:00.000
6,TOJ,Herkimer,186,Canachagala Reservoir - Canals Toj,356,,,2018-09-25T00:00:00.000
6,TOJ,Herkimer,187,Sand Lake Reservoir - Canals Toj,353,,,2018-09-25T00:00:00.000
6,PLC,St Lawrence,279,St Lawrence Sra 29 - Wilburt Wahl Except,33.2,,,2018-09-27T00:00:00.000
7,PLC,Madison,95,Tioughnioga Wma,100,,,2018-10-01T00:00:00.000
7,PFR,Oswego,061.21C,Salmon River Pfr - Village,,,0.004,2018-10-01T00:00:00.000
7,PFR,Oswego,061.21D,Salmon River Pfr - Village,,,0.004,2018-10-01T00:00:00.000
4,CFP,Greene,160.11,Old Catskill Mountain Turnpike,50.13,,,2018-10-04T00:00:00.000
6,PLC,Jefferson,095.03A,Black Pond Wma,6.31,,,2018-10-12T00:00:00.000
3,NYC-MOA,Sullivan,1405,New York City Watershed,,150,,2018-10-15T00:00:00.000
4,NYC-MOA,Greene,1408,New York City Watershed,,878,,2018-10-17T00:00:00.000
4,NYC-MOA,Delaware,1419,New York City Watershed,,1734,,2018-10-19T00:00:00.000
4,NYC-MOA,Delaware,1420,New York City Watershed,,654,,2018-10-19T00:00:00.000
4,SLP,Columbia,42.09,Hudson River Estuary - Sloane Everett,590.608,,,2018-10-23T00:00:00.000
9,PFR,Cattaraugus,22.03,Elton Creek,,,1.044,2018-11-13T00:00:00.000
9,PFR,Wyoming,15.06,Cattaraugus Creek Pfr,,,0.205,2018-11-13T00:00:00.000
7,PFR,Oswego,061.21A-1,Salmon River Pfr - Village,,,0.12,2018-11-14T00:00:00.000
7,PFR,Oswego,061.21A-2,Salmon River Pfr - Village,,,0.04,2018-11-14T00:00:00.000
7,PFR,Oswego,061.21B,Salmon River Pfr - Village,,,0.003,2018-11-14T00:00:00.000
5,WH,Saratoga,57.2,Saratoga Sand Plains Wma - Martzen,31.6,,,2018-11-21T00:00:00.000
5,WH,Saratoga,57.24,Saratoga Sand Plains Wma,12,,,2018-11-21T00:00:00.000
9,PFR,Wyoming,15.07,Cattaraugus Creek Public Fishing Rights,,,0.271,2018-12-03T00:00:00.000
